notification_no,work_order_no,notification_date,order_created_date,completion_date,functional_location,equipment_tag,equipment_description,equipment_class,priority,status,craft,process_upset,failure_mode,failure_code,cause_code,outage_required,labor_hours,material_cost_usd,notification_short_text,notification_long_text
10450063,40870063,2021-08-30,2021-09-01,2021-09-02,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,CLSD,ANLYZR,feed_flow_step,temp approach bad,PERF,FOUL,N,11.4,12789.69,chk E-503 - temp approach bad frm ops,"A shift called for E-503 feed bottoms exchanger, fic hunting seen during feed flow step. Foud temp approach bad; heat transfer loss. cleaned and put back online. need watch next feed swing. notif made by ops, maint attended same shift."
10450064,40870064,2021-09-02,2021-09-03,2021-09-04,U400-DEETHANIZER-500,PT-501,column overhead pressure tx,instrument,P4,TECO,INST,condenser_fouling,impulse plugged,PLUG,PROCESS,N,6.4,2171.24,PT-501 impulse plugged again,"days called for PT-501 column overhead pressure tx, cw dt low seen during condenser fouling. Foud impulse plugged; tap/line dirty. cleaned and put back online. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450065,40870065,2021-09-02,2021-09-03,2021-09-06,U400-DEETHANIZER-500,FV-501,feed flow control valve,control_valve,P3,COMP,OPS+MECH,feed_flow_step,stiction,STICK,PACKING,N,7.9,2900.78,"FV-501 lvl swing, stiction","B shift called for FV-501 feed flow control valve, colmn dp high seen during feed flow step. Foud stiction; stem sticky and pos err. flushed impulse/sample line. no leak at handover. notif made by ops, maint attended same shift."
10450066,40870066,2021-09-08,2021-09-09,2021-09-09,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P3,CLSD,ROT,reflux_pump_degradation,motor trip,MOTOR,ELEC,N,3.0,6808.42,P-501B not ok after reflux pump degradation,"A shift called for P-501B reflux pump B, min flow hot seen during reflux pump degradation. Foud motor trip; overload trip after upset. Tag plate dirty, confirmd by line up with panel. flushed impulse/sample line. unit stable now. notif made by ops, maint attended same shift."
10450067,40870067,2021-09-10,2021-09-10,2021-09-10,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,TECO,OPS+MECH,pressure_control_fault,tube leak sus,LEAK,TUBE,N,4.1,7753.93,"E-502 tube leak sus again, prod upset","night called for E-502 deethanizer overhead condenser, flare valve checked seen during pressure control fault. Foud tube leak sus; hydrotest reqd. Line was hot so job done slow and with ops standing by. opened strainer, cleaned black sludge. no leak at handover. notif made by ops, maint attended same shift."
10450068,40870068,2021-09-08,2021-09-09,2021-09-10,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P3,COMP,INST,valve_stiction,passing,LEAK_BY,SEAT,N,16.8,1483.57,"TV-501 passing again, prod upset","B shift called for TV-501 reboiler hot medium valve, loop cycling seen during valve stiction. Foud passing; seat leak by. replaced positioner tubing and retuned small. readng close to dcs after job. notif made by ops, maint attended same shift."
10450069,40870069,2021-09-11,2021-09-12,2021-09-13,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,CLSD,ROT,reboiler_duty_loss,fouled bundle,FOULING,PROCESS,N,13.2,5410.6,E-501 not ok after reboiler duty loss,"night called for E-501 deethanizer reboiler, tray temp low seen during reboiler duty loss. Foud fouled bundle; bottoms side dirty. Line was hot so job done slow and with ops standing by. tightened fittings, leak test ok. need watch next feed swing. notif made by ops, maint attended same shift."
10450070,40870070,2021-09-12,2021-09-12,2021-09-15,U400-DEETHANIZER-500,PSV-501B,column relief valve B,relief,P3,CLSD,E&I,reflux_pump_degradation,due to lift chk,LIFT_EVENT,PROCESS,N,1.3,1179.18,"PSV-501B due to lift chk again, prod upset","days called for PSV-501B column relief vavle B, disch press low seen during reflux pump degradation. Foud due to lift chk; after press excursion. History shows same complain last mnth. reset trip and monitored for 2 hrs. unit stable now. notif made by ops, maint attended same shift."
10450071,40870071,2021-09-14,2021-09-15,2021-09-16,U400-DEETHANIZER-500,PT-501,column overhead pressure tx,instrument,P3,COMP,OPS+INST,feed_composition_shift,impulse plugged,PLUG,PROCESS,N,14.4,3547.24,PT-501 not ok after feed composition shift,"days called for PT-501 column overhead pressure tx, anlyzr off seen during feed composition shift. Foud impulse plugged; tap/line dirty. flushed impulse/sample line. readng close to dcs after job. notif made by ops, maint attended same shift."
10450072,40870072,2021-09-14,2021-09-15,2021-09-16,U400-DEETHANIZER-500,T-501,deethanizer column,column,P2,CLSD,OPS+INST,feed_composition_shift,level unstable,LVL_SWING,CTRL,N,1.2,861.41,T-501 not ok after feed composition shift,"C shift called for T-501 deethanizer column, ovhd c3 slip seen during feed composition shift. Foud level unstable; sump level swing. No spare in store at first, used refurb one from shop. calibrated, loop chekd with CCR. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450073,40870073,2021-09-16,2021-09-16,2021-09-19,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P2,CLSD,ANLYZR,valve_stiction,hunting loop,CTRL_OSC,TUNE,N,7.8,1059.72,"FV-502 hunting loop again, prod upset","B shift called for FV-502 reflux flow control vavle, air leak seen during vavle stiction. Foud hunting loop; bad response after upset. tightened fittings, leak test ok. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450074,40870074,2021-09-20,2021-09-20,2021-09-21,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P3,COMP,VALVE,condenser_fouling,air leak,AIR_LEAK,TUBING,N,2.3,1871.51,"TV-502 air leak again, prod upset","B shift called for TV-502 condenser cooling valve, high ovhd press seen during condenser fouling. Foud air leak; positioner supply drop. Tag plate dirty, confirmd by line up with panel. tightened fittings, leak test ok. need watch next feed swing. notif made by ops, maint attended same shift."
10450075,40870075,2021-09-20,2021-09-20,2021-09-21,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P3,TECO,INST,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,8.2,617.56,TT-503 loose wire chk & revert,"B shift called for TT-503 reboiler outlet temperature tx, c2 in btm seen during reboiler duty loss. Foud loose wire; term loose. History shows same complain last mnth. reset trip and monitored for 2 hrs. need watch next feed swing. notif made by ops, maint attended same shift."
10450076,40870076,2021-09-18,2021-09-19,2021-09-21,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P1,TECO,MECH,condenser_fouling,vib high,VIB,ALIGN,Y,18.1,799.15,chk P-501B - vib high frm ops,"days called for P-501B reflux pump B, high ovhd press seen during condenser fouling. Foud vib high; coupling align or cavitation. flushed impulse/sample line. need watch next feed swing. notif made by ops, maint attended same shift."
10450077,40870077,2021-09-24,2021-09-25,2021-09-26,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,CLSD,OPS+MECH,pressure_control_fault,high press,PERF,FOUL,N,16.5,5130.81,"E-502 pv not movng, high press","days called for E-502 deethanizer overhead condnsr, pv not movng seen during pressure control fault. Foud high press; condensing duty poor. swapped to standby and repaired. readng close to dcs after job. notif made by ops, maint attended same shift."
10450078,40870078,2021-09-23,2021-09-24,2021-09-24,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P3,COMP,OPS+INST,valve_stiction,hunting loop,CTRL_OSC,TUNE,N,17.9,5102.39,LV-501 hunting loop asap,"A shift called for LV-501 reflux drum level valve, air leak seen during valve stiction. Foud hunting loop; bad response after upset. replaced positioner tubing and retuned small. readng close to dcs after job. notif made by ops, maint attended same shift."
10450079,40870079,2021-09-22,2021-09-22,2021-09-24,U400-DEETHANIZER-500,FT-501,feed flow transmitter,instrument,P2,COMP,OPS+INST,feed_flow_step,impulse plugged,PLUG,PROCESS,N,5.2,4787.5,"FT-501 impulse plugged again, prod upset","A shift called for FT-501 feed flow transmitter, column dp high seen during feed flow step. Foud impulse plugged; tap/line dirty. History shows same complain last mnth. stroke tested, response better. ops says ok for now. notif made by ops, maint attended same shift."
10450080,40870080,2021-09-28,2021-09-29,2021-09-30,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P2,TECO,OPS+MECH,reflux_pump_degradation,motor trip,MOTOR,ELEC,N,12.5,11020.94,chk P-501B - motor trip frm ops,"days called for P-501B reflux pump B, disch press low seen during reflux pump degradation. Foud motor trip; overload trip after upset. calibrated, loop checked with CCR. unit stable now. notif made by ops, maint attended same shift."
10450081,40870081,2021-09-28,2021-09-28,2021-09-30,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P3,COMP,E&I,valve_stiction,passing,LEAK_BY,SEAT,N,8.8,3267.68,chk LV-501 - passing frm ops,"A shift called for LV-501 reflux drum level valve, op jumps seen during valve stiction. Foud passing; seat leak by. Could not get permit first time waiting area gas test. opened strainer, cleaned black sludge. need watch next feed swing. notif made by ops, maint attended same shift."
10450082,40870082,2021-10-01,2021-10-02,2021-10-03,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P4,CLSD,ANLYZR,valve_stiction,hunting loop,CTRL_OSC,TUNE,N,14.4,2795.2,"LV-501 hunting loop again, prod upset","B shift called for LV-501 reflux drum level vavle, air leak seen during vavle stiction. Foud hunting loop; bad response after upset. changed gasket and boxed up. no leak at handover. notif made by ops, maint attended same shift."
10450083,40870083,2021-09-29,2021-09-29,2021-09-29,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,COMP,ANLYZR,feed_flow_step,circ poor,NO_FLOW,PLUG,N,13.6,4510.57,E-501 not ok after feed flow step,"days called for E-501 deethanizer reboiler, column dp high seen during feed flow step. Foud circ poor; blocked inlet screen. tightened fittings, leak test ok. readng close to dcs after job. notif made by ops, maint attended same shift."
10450084,40870084,2021-10-01,2021-10-02,2021-10-05,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P3,TECO,ANLYZR,reboiler_duty_loss,range err,SPAN,CAL,N,1.6,6542.91,"TT-501B range err again, prod upset","B shift called for TT-501B sensitive tray temperature tx, tray temp low seen during reboiler duty loss. Foud range err; span shifted. swapped to standby and repaired. need watch next feed swing. notif made by ops, maint attended same shift."
10450085,40870085,2021-10-03,2021-10-03,2021-10-04,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P3,TECO,E&I,reboiler_duty_loss,passing,LEAK_BY,SEAT,N,5.9,4695.52,"TV-501 passing again, prod upset","days called for TV-501 reboiler hot medium vavle, tray temp low seen during reboiler duty loss. Foud passing; seat leak by. History shows same complain last mnth. flushed impulse/sample line. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450086,40870086,2021-10-08,2021-10-10,2021-10-15,U400-DEETHANIZER-500,PSV-501B,column relief valve B,relief,P2,TECO,MECH,pressure_control_fault,car seal broken,CSO,HUMAN,N,7.8,5871.41,PSV-501B car seal broken bad,"night called for PSV-501B column relief valve B, flare valve chekd seen during pressure control fault. Foud car seal broken; seal missing found. replaced positioner tubing and retuned small. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450087,40870087,2021-10-06,2021-10-07,2021-10-09,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P2,TECO,ANLYZR,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,14.7,3789.23,chk TT-501B - loose wire frm ops,"days called for TT-501B sensitive tray temperature tx, tray temp low seen during reboiler duty loss. Foud loose wire; term loose. Tag plate dirty, confirmd by line up with panel. changed gasket and boxed up. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450088,40870088,2021-10-09,2021-10-09,2021-10-12,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,TECO,INST,feed_flow_step,temp approach bad,PERF,FOUL,N,8.0,9434.23,E-503 not ok after feed flow step,"night called for E-503 feed bottoms exchanger, c2 recov down seen during feed flow step. Foud temp approach bad; heat transfer loss. History shows same complain last mnth. tightened fittings, leak test ok. readng close to dcs after job. notif made by ops, maint attended same shift."
10450089,40870089,2021-10-12,2021-10-13,2021-10-13,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P3,CLSD,OPS+MECH,valve_stiction,air leak,AIR_LEAK,TUBING,N,11.0,368.47,"LV-501 air leak, air leak","night called for LV-501 reflux drum level valve, position bad seen during valve stiction. Foud air leak; positioner supply drop. stroke tested, response better. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450090,40870090,2021-10-09,2021-10-09,2021-10-10,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P2,TECO,ANLYZR,feed_temperature_ramp,high press,PERF,FOUL,N,15.6,16465.74,E-502 high press noisy,"days called for E-502 deethanizer overhead condenser, tray temp drift seen during feed temperature ramp. Foud high press; condensing duty poor. stroke tested, response better. need watch next feed swing. notif made by ops, maint attended same shift."
10450091,40870091,2021-10-15,2021-10-15,2021-10-17,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P1,TECO,OPS+MECH,feed_temperature_ramp,circ poor,NO_FLOW,PLUG,N,3.3,7886.22,"E-501 circ poor again, prod upset","B shift called for E-501 deethanizer reboiler, spec off seen during feed temp ramp. Foud circ poor; blocked inlet screen. calibrated, loop chekd with CCR. readng close to dcs after job. notif made by ops, maint attended same shift."
10450092,40870092,2021-10-16,2021-10-17,2021-10-17,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,TECO,MECH,reboiler_duty_loss,circ poor,NO_FLOW,PLUG,N,9.4,6607.79,E-501 circ poor temp fix,"C shift called for E-501 deethanizer rebiler, c2 in btm seen during rebiler duty loss. Foud circ poor; blocked inlet screen. reset trip and monitored for 2 hrs. no leak at handover. notif made by ops, maint attended same shift."
10450093,40870093,2021-10-16,2021-10-16,2021-10-18,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,CLSD,MECH,feed_temperature_ramp,gasket weep,LEAK,GASKET,N,1.7,1503.01,E-503 not ok after feed temperature ramp,"days called for E-503 feed bottoms exchanger, rb duty up seen during feed temp ramp. Foud gasket weep; flange sweating. changed gasket and boxed up. no leak at handover. notif made by ops, maint attended same shift."
10450094,40870094,2021-10-15,2021-10-17,2021-10-17,U400-DEETHANIZER-500,FT-501,feed flow transmitter,instrument,P3,COMP,E&I,feed_flow_step,no signal,NO_SIGNAL,ELEC,N,8.7,6648.67,FT-501 not ok after feed flow step,"A shift called for FT-501 feed flow transmitter, lvl swing seen during feed flow step. Foud no signal; 24v or card issue. Could not get permit first time waiting area gas test. replaced positioner tubing and retuned small. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
